ID,Severity,Weather_Condition,Sunrise_Sunset,start_hour,start_month,start_weekday,duration_minutes,Distance(mi),Temperature(F),Visibility(mi),Amenity,Bump,Crossing,Junction,Railway,Stop,Traffic_Signal
A-2600997,2,Haze,Day,8,9,5,29.483333333333334,0.0,55.0,6.0,0,0,0,0,0,0,1
A-2564509,2,Partly Cloudy,Day,16,9,2,29.766666666666666,0.0,93.9,10.0,0,0,0,0,0,0,0
A-2570156,2,Clear,Night,19,9,4,44.8,0.0,64.0,10.0,0,0,0,0,0,0,1
A-2604754,2,Overcast,Day,7,9,1,29.716666666666665,0.0,60.8,10.0,1,0,0,0,0,0,1
A-2549566,3,Haze,Day,11,10,6,44.666666666666664,0.0,68.0,3.0,0,0,0,0,0,0,0
A-2536109,2,Haze,Day,11,10,0,29.7,0.0,72.0,5.0,0,0,0,0,0,0,0
A-2548594,3,Scattered Clouds,Day,11,10,5,29.333333333333332,0.0,66.9,10.0,0,0,0,0,0,0,0
A-2602214,2,Light Rain,Day,7,9,0,29.8,0.0,62.1,5.0,0,0,0,0,0,0,1
A-2552464,3,Clear,Day,16,10,0,29.85,0.0,69.1,8.0,0,0,0,0,0,0,0
A-2582141,3,Scattered Clouds,Day,8,9,3,29.8,0.0,71.6,10.0,0,0,0,0,0,0,0
A-2607188,2,Haze,Day,9,9,1,29.683333333333334,0.0,64.0,6.0,0,0,0,0,0,0,0
A-2601212,3,Clear,Day,13,9,5,29.55,0.0,79.0,10.0,0,0,0,0,0,0,0
A-2609304,2,Light Rain,Day,7,9,2,29.783333333333335,0.0,72.0,2.5,0,0,0,0,0,0,0
A-2606863,3,Clear,Night,6,9,1,29.55,0.0,53.1,10.0,0,0,0,0,0,0,0
A-2604060,3,Clear,Day,8,9,0,29.483333333333334,0.0,50.0,10.0,0,0,0,0,0,0,0
A-2510768,3,Overcast,Night,5,10,2,55.416666666666664,0.0,73.0,10.0,0,0,0,0,0,0,0
A-2577173,2,Clear,Day,7,9,1,59.81666666666667,0.0,65.5,10.0,0,0,0,0,0,0,1
A-2563793,2,Clear,Day,8,9,2,29.45,6.4000000953674325,82.0,10.0,0,0,0,0,0,0,0
A-2607492,2,Mostly Cloudy,Day,14,9,2,44.75,0.0,61.0,10.0,0,0,1,0,0,0,0
A-2531249,3,Mostly Cloudy,Day,16,10,4,29.65,0.0,80.6,10.0,0,0,0,0,0,0,0
A-2526412,2,Partly Cloudy,Day,16,10,3,29.816666666666666,0.0,55.9,10.0,0,0,0,0,0,0,0
A-2590883,2,Overcast,Day,8,9,1,29.533333333333335,0.0,73.8,10.0,0,0,0,0,0,0,0
A-2551280,2,Fog,Night,6,10,0,29.133333333333333,0.0,66.9,0.2,0,0,0,0,0,0,0
A-2602483,2,Overcast,Day,8,9,0,29.816666666666666,0.0,66.2,3.0,0,0,0,0,0,0,0
A-2549667,2,Overcast,Night,6,10,0,29.716666666666665,0.0,43.7,10.0,0,0,0,0,0,0,0
A-2545251,3,Scattered Clouds,Day,9,10,4,104.61666666666666,0.6899999976158142,44.4,10.0,0,0,0,0,0,0,1
A-2537099,3,Mostly Cloudy,Day,8,10,1,45.166666666666664,0.0,46.9,10.0,0,0,0,1,0,0,0
A-2516984,3,Clear,Night,23,10,5,29.583333333333332,0.0,57.9,10.0,0,0,0,0,0,0,0
A-2513609,2,Mostly Cloudy,Day,12,10,4,29.85,0.0,50.0,10.0,0,0,0,0,0,0,1
A-2539067,3,Partly Cloudy,Day,15,10,1,29.316666666666666,0.0,81.0,8.0,0,0,0,0,0,0,0
A-2573019,3,Overcast,Day,9,9,0,29.716666666666665,0.0,59.0,10.0,0,0,0,1,0,0,0
A-2574962,2,Partly Cloudy,Day,17,9,0,29.766666666666666,0.0,104.0,10.0,0,0,1,0,0,0,1
A-2585059,2,Clear,Day,9,9,4,29.15,0.0,82.0,10.0,0,0,1,0,0,1,0
A-2596419,2,Clear,Night,19,9,3,44.68333333333333,0.0,86.0,10.0,0,0,1,0,0,0,0
A-2564838,2,Clear,Day,7,9,2,29.8,0.0,73.9,10.0,0,0,0,0,0,0,0
A-2559637,2,Clear,Night,20,9,0,44.71666666666667,0.0,80.1,10.0,0,0,0,0,0,0,0
A-2535615,3,Clear,Night,7,10,0,29.016666666666666,3.7200000286102295,47.5,10.0,0,0,0,0,0,0,0
A-2557513,2,Clear,Day,8,8,4,29.833333333333332,0.0,82.4,10.0,0,0,1,0,0,0,1
A-2584981,2,Clear,Day,9,9,4,29.75,0.0,84.9,10.0,0,0,0,0,0,0,0
A-2552061,2,Overcast,Night,5,10,0,27.666666666666668,0.2300000041723252,48.0,10.0,0,0,0,0,0,0,0
A-2602923,2,Overcast,Night,6,9,0,29.783333333333335,0.0,77.0,10.0,0,0,0,0,0,0,0
A-2591694,2,Clear,Day,12,9,1,29.783333333333335,0.0,96.1,10.0,0,0,0,0,0,0,1
A-2559643,3,Scattered Clouds,Night,21,9,0,44.71666666666667,0.0,84.9,10.0,0,0,0,1,0,0,0
A-2573217,3,Overcast,Day,9,9,0,29.416666666666668,0.0,62.6,6.0,0,0,0,0,0,0,0
A-2571441,3,Clear,Day,16,9,4,29.716666666666665,0.0,84.2,10.0,0,0,0,0,0,0,0
A-2596509,2,Light Rain,Day,9,9,3,29.433333333333334,0.0,61.0,6.0,0,0,0,0,0,0,0
A-2530100,2,Partly Cloudy,Night,7,10,4,29.816666666666666,0.0,79.9,10.0,0,0,0,0,0,0,0
A-2549860,2,Partly Cloudy,Day,7,10,0,29.8,0.0,50.0,10.0,0,0,1,0,0,0,1
A-2526112,2,Clear,Day,11,10,3,29.566666666666666,0.0,42.1,10.0,0,0,1,0,0,0,1
A-2541964,2,Clear,Night,7,10,3,32.083333333333336,0.0,33.3,10.0,0,0,1,0,0,0,1
A-2584079,3,Light Rain,Day,7,9,4,29.5,0.0,75.9,10.0,0,0,0,1,0,0,0
A-2543907,3,Light Rain,Day,9,10,3,29.25,0.6399999856948853,59.0,10.0,0,0,0,0,0,0,0
A-2599391,2,Heavy Rain,Day,13,9,4,59.71666666666667,0.0,68.0,0.5,0,0,0,0,0,0,0
A-2601158,3,Clear,Night,22,9,4,29.65,0.0,75.6,10.0,0,0,0,0,0,0,0
A-2523923,2,Scattered Clouds,Day,16,10,2,29.533333333333335,0.0,70.0,10.0,0,0,0,0,0,0,0
A-2593809,2,Mostly Cloudy,Day,16,9,2,44.733333333333334,0.0,89.8,10.0,0,0,0,0,0,0,0
A-2567155,3,Clear,Day,17,9,3,29.4,0.0,84.9,10.0,0,0,0,0,0,0,0
A-2532907,3,Overcast,Day,13,10,6,44.81666666666667,0.0,37.9,10.0,0,0,1,0,0,0,1
A-2598573,3,Mostly Cloudy,Day,13,9,4,29.583333333333332,0.0,78.1,10.0,0,0,0,0,0,0,0
A-2545141,2,Overcast,Night,18,10,4,28.7,0.0,48.9,10.0,0,0,0,0,0,0,0
A-2608563,3,Scattered Clouds,Day,13,9,2,29.816666666666666,0.0,90.0,10.0,0,0,0,0,0,0,0
A-2548773,2,Overcast,Day,17,10,5,29.85,0.0,62.1,4.0,0,0,0,0,1,0,0
A-2552376,2,Fog,Day,8,10,0,29.733333333333334,0.0,60.1,0.2,0,0,0,0,0,0,0
A-2573999,3,Clear,Day,16,9,0,29.6,0.0,84.2,10.0,0,0,0,0,0,0,0
A-2575777,2,Overcast,Day,6,9,1,37.266666666666666,0.0,59.0,1.0,0,0,0,0,0,0,0
A-2583183,3,Clear,Day,19,9,3,29.8,0.0,69.1,10.0,0,0,0,1,0,0,0
A-2602124,2,Overcast,Day,8,9,0,29.683333333333334,0.0,55.4,7.0,0,0,0,0,0,0,0
A-2562000,3,Mostly Cloudy,Day,9,9,1,29.533333333333335,0.0,71.6,10.0,0,0,0,0,0,0,0
A-2609360,3,Light Rain,Day,14,9,2,44.68333333333333,6.25,70.0,3.0,0,0,0,0,0,0,0
A-2551260,2,Scattered Clouds,Day,14,10,0,29.7,0.0,79.0,10.0,0,0,1,0,0,0,1
A-2565167,3,Rain,Day,16,9,2,29.65,0.0,75.9,2.0,0,0,0,0,0,0,0
A-2543787,2,Light Drizzle,Day,8,10,3,29.883333333333333,0.0,55.9,1.8,0,0,0,0,0,0,0
A-2531762,2,Mostly Cloudy,Night,6,10,4,29.65,0.0,57.0,10.0,0,0,0,1,0,0,0
A-2602936,3,Overcast,Night,7,9,0,44.85,0.0,68.0,7.0,0,0,0,0,0,0,1
A-2572456,3,Scattered Clouds,Day,14,9,6,28.833333333333332,0.0,84.9,10.0,0,0,0,0,0,0,0
A-2557216,3,Mostly Cloudy,Day,18,8,4,35.63333333333333,0.0,82.9,10.0,0,0,0,1,0,0,0
A-2512559,2,Clear,Day,15,10,2,44.81666666666667,0.0,68.0,10.0,0,0,0,0,0,0,0
A-2593997,3,Partly Cloudy,Night,5,9,2,29.533333333333335,0.0,71.1,9.0,0,0,0,0,0,0,0
A-2516805,3,Clear,Day,16,10,6,29.416666666666668,0.0,77.0,10.0,0,0,0,0,0,0,0
A-2583644,2,Overcast,Day,7,9,4,27.783333333333335,0.0,69.1,10.0,0,0,0,0,0,0,0
A-2521333,2,Partly Cloudy,Day,9,10,1,59.766666666666666,0.0,81.0,10.0,0,0,1,0,0,0,1
A-2590359,3,Overcast,Day,7,9,1,29.483333333333334,0.0,77.0,10.0,0,0,0,0,0,0,0
A-2572319,2,Light Rain,Night,3,9,6,29.333333333333332,0.0,64.4,4.0,0,0,0,0,0,0,0
A-2574670,2,Overcast,Day,7,9,0,29.733333333333334,0.0,63.0,9.0,0,0,1,0,0,0,0
A-2593006,2,Scattered Clouds,Day,17,9,2,27.116666666666667,0.0,79.0,10.0,1,0,1,0,0,0,1
A-2583148,3,Clear,Day,15,9,3,29.833333333333332,0.0,78.1,10.0,0,0,0,1,0,0,0
A-2575207,2,Clear,Day,10,9,0,29.65,0.0,73.9,10.0,0,0,0,0,0,0,0
A-2514976,2,Partly Cloudy,Day,9,10,4,29.8,0.0,55.0,10.0,0,0,1,0,0,0,1
A-2562102,2,Clear,Day,6,9,1,29.35,0.0,71.1,10.0,0,0,0,0,0,0,0
A-2552176,2,Clear,Day,13,10,0,29.3,0.0,70.0,10.0,0,0,0,1,0,0,0
A-2510058,2,Overcast,Night,7,10,2,29.266666666666666,1.0099999904632568,73.0,6.0,0,0,0,0,0,0,0
A-2583502,3,Clear,Night,21,9,3,29.683333333333334,0.0,71.1,10.0,0,0,0,0,0,0,0
A-2537116,3,Partly Cloudy,Day,9,10,1,29.516666666666666,0.0,54.0,10.0,0,0,0,0,0,0,0
A-2567659,2,Mostly Cloudy,Day,16,9,3,29.583333333333332,0.0,82.0,10.0,0,0,0,0,0,1,0
A-2593270,3,Partly Cloudy,Day,8,9,2,29.316666666666666,0.0,72.0,9.0,0,0,0,0,0,0,0
A-2524189,3,Mostly Cloudy,Night,7,10,2,28.75,0.0,64.0,10.0,0,0,0,0,0,0,1
A-2544961,2,Overcast,Day,7,10,4,29.716666666666665,0.0,39.0,10.0,0,0,0,1,0,0,0
A-2608627,3,Light Rain,Day,17,9,2,44.8,0.0,73.9,9.0,0,0,0,0,0,0,0
A-2511335,2,Partly Cloudy,Day,16,10,3,29.633333333333333,0.0,48.0,10.0,0,0,0,0,0,0,1
A-2589722,3,Clear,Night,3,9,0,29.55,0.0,59.0,10.0,0,0,0,0,0,0,0
A-2562637,2,Partly Cloudy,Day,8,9,1,30.3,0.0,75.2,10.0,0,0,0,0,0,0,1
A-2559354,2,Clear,Night,0,9,6,29.733333333333334,0.0,,10.0,0,0,0,0,0,0,0
A-2589434,3,Clear,Day,8,9,0,29.683333333333334,0.0,78.8,10.0,0,0,0,0,0,0,1
A-2582235,2,Partly Cloudy,Day,15,9,3,29.333333333333332,0.0,77.0,10.0,0,0,0,1,0,0,0
A-2570999,2,Scattered Clouds,Day,10,9,4,29.7,0.0,64.9,10.0,0,0,1,0,0,0,0
A-2559384,2,Overcast,Night,2,9,6,29.516666666666666,0.1899999976158142,68.0,8.0,0,0,0,0,0,1,0
A-2599482,3,Clear,Day,7,9,4,29.816666666666666,0.0,73.9,6.0,0,0,0,0,0,0,0
A-2599280,2,Overcast,Day,7,9,4,29.783333333333335,0.0,78.1,4.0,0,0,0,0,0,0,0
A-2538689,2,Overcast,Night,20,10,1,44.833333333333336,0.0,53.1,7.0,0,0,1,0,0,0,0
A-2514321,2,Clear,Night,6,10,4,29.75,0.0,62.1,10.0,0,0,0,0,0,0,0
A-2571246,2,Clear,Day,16,9,4,29.8,0.0,89.6,10.0,0,0,0,0,0,0,0
A-2510444,2,Clear,Night,19,10,2,29.85,0.0,75.9,10.0,0,0,1,0,0,0,1
A-2514783,2,Overcast,Day,17,10,4,29.733333333333334,0.0,82.0,10.0,0,0,0,0,0,0,0
A-2577684,2,Partly Cloudy,Day,8,9,1,31.15,0.0,71.1,10.0,0,0,0,0,0,0,0
A-2595247,3,Light Rain,Day,7,9,3,29.833333333333332,0.0,66.0,7.0,0,0,0,0,0,0,0
A-2547318,2,Fair,Day,7,10,4,29.4,1.3899999856948853,37.0,10.0,0,0,0,0,0,0,0
A-2544199,2,Partly Cloudy,Day,14,10,3,29.516666666666666,0.0,84.2,10.0,0,0,1,0,0,1,0
A-2553015,3,Scattered Clouds,Day,11,10,1,29.533333333333335,0.0,57.2,10.0,0,0,0,0,0,0,0
A-2550644,2,Clear,Night,22,10,0,29.3,0.0,72.0,10.0,0,0,0,0,0,0,0
A-2597373,2,Clear,Night,22,9,2,29.733333333333334,0.0,64.9,10.0,0,0,0,0,0,0,0
A-2569266,2,Overcast,Day,10,9,4,44.71666666666667,0.0,73.0,10.0,0,0,1,0,0,0,0
A-2547395,3,Overcast,Day,17,10,4,44.71666666666667,0.0,53.1,10.0,0,0,0,0,0,0,0
A-2546895,2,Overcast,Night,7,10,4,29.816666666666666,0.0,53.6,2.0,0,0,0,0,0,0,1
A-2567094,2,Scattered Clouds,Day,13,9,3,29.85,0.0,71.6,10.0,0,0,0,0,0,0,0
A-2598861,3,Partly Cloudy,Day,15,9,4,29.65,0.0,84.0,10.0,0,0,0,0,0,0,1
A-2603588,3,Overcast,Day,7,9,0,29.516666666666666,0.0,70.2,7.0,0,0,0,0,0,0,0
A-2521022,2,Partly Cloudy,Night,6,10,1,29.466666666666665,1.1399999856948853,81.0,10.0,0,0,0,0,0,0,0
A-2564876,2,Clear,Day,8,9,2,29.833333333333332,0.0,80.1,10.0,0,0,0,0,0,0,0
A-2578143,2,Clear,Day,13,9,1,29.783333333333335,0.0,82.9,10.0,0,0,0,0,0,0,0
A-2595180,2,Clear,Day,18,9,2,44.483333333333334,0.0,75.0,10.0,0,0,0,0,0,0,0
A-2605646,2,Partly Cloudy,Day,8,9,1,29.633333333333333,0.0,84.0,10.0,0,0,0,0,0,0,0
A-2515989,2,Partly Cloudy,Day,13,10,5,29.333333333333332,0.0,69.1,10.0,0,0,0,0,0,0,1
A-2575604,2,Scattered Clouds,Night,21,9,1,43.5,0.8500000238418579,62.1,10.0,0,0,0,0,0,0,0
A-2589274,3,Scattered Clouds,Day,16,9,0,30.0,0.0,93.2,10.0,0,0,0,0,0,0,0
A-2570160,3,Overcast,Night,20,9,4,29.283333333333335,0.5099999904632568,69.8,10.0,0,0,0,1,0,0,0
A-2543661,2,Clear,Night,20,10,3,29.816666666666666,0.0,57.9,10.0,0,0,1,0,0,0,1
A-2524357,2,Clear,Day,9,10,2,59.766666666666666,0.0,78.8,10.0,0,0,0,0,0,0,0
A-2527062,2,Mostly Cloudy,Day,17,10,3,59.583333333333336,0.0,84.9,10.0,0,0,0,0,0,0,0
A-2561552,2,Mostly Cloudy,Day,13,9,1,29.783333333333335,0.0,90.0,10.0,0,0,0,0,0,0,0
A-2539098,3,Clear,Day,17,10,1,29.683333333333334,0.0,66.9,10.0,0,0,0,1,1,0,0
A-2574443,2,Overcast,Day,8,9,0,29.833333333333332,0.0,73.0,10.0,0,0,1,0,0,0,1
A-2604486,2,Clear,Day,14,9,0,29.683333333333334,0.0,78.8,10.0,0,0,0,0,0,0,0
A-2563447,3,Clear,Day,16,9,2,29.516666666666666,0.0,82.9,10.0,0,0,0,0,0,0,0
A-2514061,2,Scattered Clouds,Day,15,10,4,44.7,0.0,84.0,10.0,0,0,0,0,0,0,0
A-2517417,2,Overcast,Night,19,10,0,29.733333333333334,0.0,64.4,10.0,0,0,0,0,0,0,0
A-2567388,3,Mostly Cloudy,Day,17,9,3,29.683333333333334,0.0,73.4,10.0,0,0,0,0,0,0,0
A-2546165,3,Overcast,Day,16,10,4,29.833333333333332,0.0,48.2,2.0,0,0,0,0,0,0,0
A-2574220,3,Partly Cloudy,Day,8,9,0,29.716666666666665,0.0,60.8,10.0,0,0,0,1,0,0,0
A-2564084,2,Scattered Clouds,Day,7,9,2,29.55,0.0,73.9,8.0,0,0,0,0,0,0,0
A-2551450,2,Clear,Night,19,10,0,29.716666666666665,0.0,71.6,10.0,0,0,0,0,0,0,1
A-2529602,2,Partly Cloudy,Day,9,10,4,29.816666666666666,0.0,48.0,10.0,0,0,0,0,0,0,0
A-2553763,3,Scattered Clouds,Day,9,10,1,44.583333333333336,0.0,53.6,10.0,0,0,0,0,0,0,0
A-2517006,3,Clear,Day,7,10,6,29.583333333333332,0.0,46.0,9.0,0,0,0,0,0,0,0
A-2591231,2,Clear,Night,6,9,1,29.416666666666668,0.0,71.6,7.0,0,0,0,0,0,0,0
A-2531725,2,Clear,Night,20,10,4,29.716666666666665,0.0,63.0,10.0,0,0,0,0,0,0,0
A-2539855,2,Clear,Day,11,10,2,29.766666666666666,0.0,57.2,10.0,0,0,0,0,0,0,1
A-2564411,2,Scattered Clouds,Day,7,9,2,44.63333333333333,0.0,78.1,10.0,0,0,0,0,0,0,1
A-2558260,3,Scattered Clouds,Day,13,9,5,31.25,2.0299999713897705,88.0,10.0,0,0,0,0,0,0,0
A-2543995,3,Overcast,Night,5,10,3,29.766666666666666,0.0,64.9,3.0,0,0,0,0,0,0,1
A-2579490,3,Mostly Cloudy,Night,20,9,2,29.716666666666665,0.0,81.0,10.0,0,0,0,0,0,0,0
A-2547081,3,Overcast,Night,19,10,4,29.7,0.8500000238418579,54.0,6.0,0,0,0,0,0,0,0
A-2599445,2,Overcast,Day,17,9,4,29.8,0.0,89.1,10.0,0,0,0,0,0,0,0
A-2587943,3,Overcast,Day,7,9,0,30.0,0.0,71.6,10.0,0,0,0,0,0,0,0
A-2594679,3,Partly Cloudy,Day,8,9,2,29.216666666666665,0.0,75.9,10.0,0,0,0,0,0,0,0
A-2563690,2,Clear,Day,17,9,2,29.65,0.0,89.1,10.0,0,0,0,1,0,0,0
A-2510490,3,Rain,Night,19,10,3,29.583333333333332,0.0,75.9,5.0,0,0,0,0,0,0,0
A-2585242,3,Partly Cloudy,Night,4,9,4,29.266666666666666,0.0,75.2,6.0,0,0,1,0,0,0,1
A-2603247,2,Overcast,Day,15,9,0,29.666666666666668,0.0,66.0,9.0,0,0,0,0,0,0,0
A-2532856,2,Overcast,Night,3,10,6,29.55,0.0,48.9,10.0,0,0,0,0,0,0,0
A-2511009,2,Clear,Night,19,10,3,29.616666666666667,0.0,73.4,10.0,0,0,0,0,0,0,0
A-2535869,2,Clear,Day,7,10,0,44.71666666666667,0.0,46.4,10.0,0,0,0,0,0,0,0
A-2524040,2,Clear,Day,10,10,2,59.75,0.0,84.9,10.0,0,0,1,0,0,0,1
A-2521818,2,Light Rain,Day,12,10,1,59.85,0.0,44.1,9.0,0,0,1,0,0,0,1
A-2552433,3,Haze,Day,12,10,0,29.683333333333334,0.0,73.9,2.5,0,0,0,0,0,0,0
A-2532481,2,Clear,Day,12,10,5,29.85,0.0,66.0,10.0,0,0,0,0,0,0,0
A-2510932,2,Clear,Day,16,10,2,29.816666666666666,0.0,82.9,10.0,0,0,0,0,0,0,1
A-2536813,2,Clear,Day,8,10,1,28.6,0.0,43.5,10.0,0,0,0,0,0,0,1
A-2608352,3,Clear,Day,18,9,2,44.43333333333333,0.8600000143051147,84.0,10.0,0,0,0,1,0,0,0
A-2583706,3,Overcast,Day,15,9,4,29.65,0.0,75.0,10.0,0,0,0,0,0,0,0
A-2571805,2,Overcast,Day,11,9,5,29.766666666666666,0.0,82.4,10.0,0,0,1,0,0,0,1
A-2545596,3,Rain,Day,11,10,4,29.383333333333333,0.0,46.0,1.0,0,0,0,0,0,0,0
A-2564928,2,Light Rain,Day,9,9,2,59.733333333333334,0.0,81.0,10.0,0,0,0,0,0,0,0
A-2529942,2,Clear,Day,18,10,4,29.866666666666667,0.0,61.0,10.0,0,0,0,0,0,0,0
A-2549123,3,Clear,Day,11,10,6,44.666666666666664,0.0,64.9,10.0,0,0,0,0,0,0,0
A-2519398,2,Overcast,Night,21,10,0,29.8,0.0,55.4,10.0,0,0,1,0,0,0,0
A-2560335,2,Light Rain,Day,13,9,0,29.8,0.0,78.8,9.0,0,0,0,0,0,0,0
A-2537951,2,Light Rain,Night,6,10,1,29.766666666666666,0.0,55.0,10.0,0,0,1,0,0,0,1
A-2558914,2,Clear,Day,11,9,6,29.833333333333332,0.0,84.0,10.0,0,0,0,0,0,0,0
A-2525482,2,Clear,Day,10,10,2,29.816666666666666,0.0,64.9,10.0,0,0,1,0,0,0,1
A-2524192,2,Mostly Cloudy,Night,7,10,2,29.083333333333332,0.0,63.5,10.0,0,0,0,0,0,0,0
A-2561520,3,Mostly Cloudy,Day,10,9,1,29.583333333333332,0.0,84.9,10.0,0,0,0,0,0,0,0
A-2534801,2,Clear,Night,18,10,0,29.666666666666668,0.0,55.4,10.0,0,0,0,0,0,0,0
A-2565979,3,Haze,Day,7,9,2,29.75,0.0,66.2,3.0,0,0,0,0,0,0,0
A-2592315,3,Clear,Day,7,9,1,29.716666666666665,0.0,57.9,10.0,0,0,0,1,0,0,0
A-2551494,2,Clear,Day,14,10,0,29.8,0.0,81.0,10.0,0,0,0,0,0,0,1
A-2566370,2,Overcast,Day,7,9,3,25.916666666666668,0.0,80.1,6.0,0,0,0,0,0,0,0
A-2562322,3,Partly Cloudy,Day,16,9,1,29.833333333333332,0.0,89.6,10.0,0,0,0,0,0,0,0
A-2598256,2,Clear,Day,16,9,4,29.816666666666666,0.0,81.0,10.0,0,0,0,0,0,0,1
A-2588188,3,Light Rain,Day,9,9,0,29.6,0.0,73.9,10.0,0,0,0,0,0,0,0
A-2574543,2,Partly Cloudy,Day,9,9,0,29.65,0.0,80.1,10.0,0,0,0,0,0,0,0
A-2583952,2,Mostly Cloudy,Day,9,9,4,29.766666666666666,0.0,79.0,10.0,0,0,0,0,0,0,1
A-2609059,2,Mostly Cloudy,Day,8,9,2,29.5,0.0,79.0,10.0,0,0,0,0,0,0,0
A-2521486,2,Clear,Night,21,10,1,29.6,1.9600000381469729,42.8,10.0,0,0,0,0,0,0,0
A-2593999,2,Clear,Night,5,9,2,29.716666666666665,0.0,72.0,10.0,0,0,0,0,0,0,1
A-2525121,2,Overcast,Day,11,10,2,44.81666666666667,0.0,62.1,10.0,0,0,0,0,0,0,0
A-2605589,3,Scattered Clouds,Night,20,9,1,59.56666666666667,0.0,84.0,10.0,0,0,0,0,0,0,1
A-2547783,3,Clear,Day,10,10,4,29.766666666666666,0.0,68.0,7.0,0,0,0,0,0,0,0
A-2584560,2,Clear,Day,9,9,4,29.683333333333334,0.0,77.2,10.0,0,0,0,0,0,0,0
A-2523239,2,Clear,Day,11,10,2,44.71666666666667,0.0,55.4,10.0,1,0,0,0,0,0,0
A-2567862,3,Thunderstorm,Day,10,9,3,29.55,0.0,82.9,10.0,0,0,0,0,0,0,0
A-2596152,3,Scattered Clouds,Day,10,9,3,29.55,0.0,87.1,10.0,0,0,0,0,0,0,0
A-2599301,3,Overcast,Day,17,9,4,29.75,1.5399999618530271,86.0,10.0,0,0,0,0,0,0,1
A-2557183,2,Clear,Day,18,8,4,29.733333333333334,0.0,93.9,10.0,0,0,1,0,0,0,1
A-2608845,2,Overcast,Day,8,9,2,29.433333333333334,0.0,46.9,10.0,0,0,0,0,0,0,0
A-2594047,2,Partly Cloudy,Day,10,9,2,29.733333333333334,0.0,84.0,10.0,0,0,0,0,0,0,0
A-2585965,2,Clear,Night,5,9,4,29.55,0.0,64.9,10.0,0,0,0,0,0,0,0
A-2524126,3,Clear,Day,9,10,2,44.45,0.0,84.0,10.0,0,0,0,0,0,0,0
A-2572814,2,Clear,Day,14,9,6,29.833333333333332,0.0,82.0,10.0,0,0,0,0,0,0,0
A-2609688,2,Partly Cloudy,Day,18,9,2,44.8,0.0,64.9,10.0,0,0,0,0,0,0,0
A-2591943,2,Partly Cloudy,Day,7,9,1,29.716666666666665,0.0,77.0,10.0,0,0,0,0,0,1,0
A-2575570,3,Clear,Day,18,9,0,44.65,0.0,82.9,10.0,0,0,0,0,0,0,0
A-2603986,2,Clear,Day,13,9,0,28.583333333333332,0.0,96.8,40.0,0,0,0,0,0,0,0
A-2607698,2,Scattered Clouds,Day,17,9,2,29.466666666666665,0.0,81.0,10.0,1,0,1,0,0,0,1
A-2599945,2,Clear,Day,16,9,4,29.716666666666665,0.0,98.6,10.0,0,0,1,0,0,0,1
A-2536536,2,Clear,Day,13,10,1,29.766666666666666,0.0,61.9,10.0,0,0,1,0,0,0,0
A-2542282,2,Clear,Night,19,10,3,29.716666666666665,0.0,42.1,10.0,0,0,0,0,0,0,0
A-2553282,2,Clear,Day,14,10,1,29.7,0.0,64.4,10.0,0,0,0,0,0,0,0
A-2553303,2,Clear,Day,17,10,1,29.683333333333334,0.0,66.9,10.0,0,0,0,0,0,0,0
A-2591282,2,Mostly Cloudy,Night,21,9,1,29.75,0.0,75.2,10.0,0,0,0,0,0,0,0
A-2585732,2,Scattered Clouds,Day,8,9,4,29.466666666666665,0.0,53.6,10.0,0,0,1,0,0,0,1
A-2596173,2,Clear,Day,7,9,3,29.4,0.0,75.9,10.0,0,0,0,0,0,0,1
A-2600587,3,Mostly Cloudy,Night,4,9,5,29.45,0.0,59.0,15.0,0,0,0,0,0,0,0
A-2546974,2,Light Drizzle,Day,8,10,4,29.666666666666668,0.0,52.0,2.0,0,0,0,0,0,0,0
A-2526371,2,Partly Cloudy,Day,8,10,3,59.8,0.0,42.1,10.0,0,0,0,0,0,0,0
A-2526242,3,Mostly Cloudy,Night,6,10,3,28.95,0.0,46.0,10.0,0,0,0,1,0,0,0
A-2549105,3,Partly Cloudy,Night,7,10,6,29.566666666666666,0.0,42.1,4.0,0,0,0,0,0,0,0
A-2586647,3,Scattered Clouds,Day,14,9,5,29.183333333333334,0.0,87.8,10.0,0,0,0,0,0,0,0
A-2532399,3,Clear,Night,22,10,5,29.283333333333335,1.1100000143051147,75.9,10.0,0,0,0,0,0,0,0
A-2524554,3,Mostly Cloudy,Day,7,10,2,29.616666666666667,0.0,42.1,10.0,0,0,0,0,0,0,0
A-2595048,3,Partly Cloudy,Day,9,9,2,29.5,0.0,66.9,8.0,0,0,0,1,0,0,0
A-2510748,2,Clear,Night,19,10,3,59.75,0.0,80.1,10.0,0,0,1,0,0,0,1
A-2599199,2,Scattered Clouds,Night,4,9,4,29.833333333333332,0.0,81.0,9.0,0,0,0,0,0,0,0
A-2588952,3,Partly Cloudy,Day,13,9,0,29.533333333333335,0.0,89.1,10.0,0,0,0,0,0,0,0
A-2523913,2,Mostly Cloudy,Day,16,10,2,29.816666666666666,0.0,71.1,10.0,0,0,0,0,0,0,1
A-2554465,2,Partly Cloudy,Day,15,10,1,29.733333333333334,0.0,79.0,10.0,0,0,0,0,0,0,1
A-2598099,2,Mostly Cloudy,Day,17,9,4,29.783333333333335,0.0,66.0,10.0,0,0,0,0,0,1,0
A-2520961,2,Scattered Clouds,Day,12,10,1,59.36666666666667,0.0,89.1,10.0,0,0,1,0,0,0,1
